gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average_score,pass_fail,total_score,score_variation,performance_category,has_test_prep,has_standard_lunch
male,group B,some high school,standard,none,68,54,53,58.333333333333336,Fail,175,8.386497083606084,Below Average,0,1
female,group A,some college,free/reduced,none,61,60,57,59.333333333333336,Fail,178,2.081665999466133,Below Average,0,0
female,group C,bachelor's degree,free/reduced,completed,74,86,89,83.0,Pass,249,7.937253933193772,Good,1,0
male,group A,bachelor's degree,standard,none,64,60,58,60.666666666666664,Pass,182,3.055050463303893,Average,0,1
female,group B,high school,standard,completed,77,82,89,82.66666666666667,Pass,248,6.027713773341707,Good,1,1
male,group B,some college,standard,none,58,50,45,51.0,Fail,153,6.557438524302,Below Average,0,1
female,group C,high school,standard,completed,60,64,74,66.0,Pass,198,7.211102550927978,Average,1,1
male,group E,high school,standard,none,73,64,57,64.66666666666667,Pass,194,8.020806277010642,Average,0,1
female,group A,high school,standard,completed,75,82,79,78.66666666666667,Pass,236,3.5118845842842465,Good,1,1
male,group B,associate's degree,free/reduced,completed,58,57,53,56.0,Fail,168,2.6457513110645907,Below Average,1,0
female,group C,associate's degree,standard,none,66,77,73,72.0,Pass,216,5.5677643628300215,Good,0,1
female,group D,high school,free/reduced,none,39,52,46,45.666666666666664,Fail,137,6.506407098647712,Poor,0,0
male,group C,some high school,standard,none,64,58,51,57.666666666666664,Fail,173,6.506407098647712,Below Average,0,1
female,group B,high school,free/reduced,completed,23,44,36,34.333333333333336,Fail,103,10.598742063723098,Poor,1,0
male,group B,some college,free/reduced,completed,74,77,76,75.66666666666667,Pass,227,1.5275252316519468,Good,1,0
female,group D,some high school,free/reduced,completed,40,65,64,56.333333333333336,Fail,169,14.153915830374762,Below Average,1,0
male,group E,master's degree,standard,none,90,85,84,86.33333333333333,Pass,259,3.214550253664318,Excellent,0,1
male,group C,master's degree,standard,completed,91,85,85,87.0,Pass,261,3.4641016151377544,Excellent,1,1
male,group D,high school,standard,none,64,54,50,56.0,Fail,168,7.211102550927978,Below Average,0,1
female,group C,high school,standard,none,59,72,68,66.33333333333333,Pass,199,6.658328118479393,Average,0,1
male,group D,associate's degree,standard,none,80,75,69,74.66666666666667,Pass,224,5.507570547286102,Good,0,1
male,group C,master's degree,standard,none,71,67,67,68.33333333333333,Pass,205,2.3094010767585034,Average,0,1
female,group A,high school,standard,none,61,68,63,64.0,Pass,192,3.605551275463989,Average,0,1
female,group E,some college,standard,none,87,85,93,88.33333333333333,Pass,265,4.163331998932265,Excellent,0,1
male,group E,some high school,standard,none,82,67,61,70.0,Pass,210,10.816653826391969,Good,0,1
male,group C,some high school,standard,none,62,64,55,60.333333333333336,Pass,181,4.725815626252608,Average,0,1
female,group B,bachelor's degree,standard,none,97,97,96,96.66666666666667,Pass,290,0.5773502691896258,Excellent,0,1
male,group B,some college,free/reduced,none,75,68,65,69.33333333333333,Pass,208,5.131601439446884,Average,0,0
female,group C,bachelor's degree,standard,none,65,79,81,75.0,Pass,225,8.717797887081348,Good,0,1
male,group B,high school,standard,completed,52,49,46,49.0,Fail,147,3.0,Poor,1,1
male,group C,associate's degree,free/reduced,none,87,73,72,77.33333333333333,Pass,232,8.386497083606084,Good,0,0
female,group C,associate's degree,standard,none,53,62,53,56.0,Fail,168,5.196152422706632,Below Average,0,1
female,group E,master's degree,free/reduced,none,81,86,87,84.66666666666667,Pass,254,3.2145502536643185,Good,0,0
male,group D,bachelor's degree,free/reduced,completed,39,42,38,39.666666666666664,Fail,119,2.0816659994661326,Poor,1,0
female,group C,some college,standard,completed,71,71,80,74.0,Pass,222,5.196152422706632,Good,1,1
male,group C,associate's degree,standard,none,97,93,91,93.66666666666667,Pass,281,3.0550504633038935,Excellent,0,1
male,group D,some college,standard,completed,82,82,88,84.0,Pass,252,3.4641016151377544,Good,1,1
male,group C,high school,free/reduced,none,59,53,52,54.666666666666664,Fail,164,3.785938897200183,Below Average,0,0
male,group B,associate's degree,standard,none,61,42,41,48.0,Fail,144,11.269427669584644,Poor,0,1
male,group E,associate's degree,free/reduced,completed,78,74,72,74.66666666666667,Pass,224,3.0550504633038935,Good,1,0
male,group C,associate's degree,free/reduced,none,49,51,51,50.333333333333336,Fail,151,1.1547005383792517,Below Average,0,0
male,group B,high school,standard,none,59,58,47,54.666666666666664,Fail,164,6.658328118479393,Below Average,0,1
female,group C,some college,standard,completed,70,72,76,72.66666666666667,Pass,218,3.0550504633038935,Good,1,1
male,group B,associate's degree,standard,completed,82,84,78,81.33333333333333,Pass,244,3.055050463303893,Good,1,1
male,group E,associate's degree,free/reduced,none,90,90,82,87.33333333333333,Pass,262,4.618802153517006,Excellent,0,0
female,group C,bachelor's degree,free/reduced,none,43,62,61,55.333333333333336,Fail,166,10.692676621563628,Below Average,0,0
male,group C,some college,free/reduced,none,80,64,66,70.0,Pass,210,8.717797887081348,Good,0,0
male,group D,some college,standard,none,81,82,84,82.33333333333333,Pass,247,1.5275252316519468,Good,0,1
male,group C,some high school,standard,none,57,61,54,57.333333333333336,Fail,172,3.511884584284246,Below Average,0,1
female,group D,some high school,standard,none,59,72,80,70.33333333333333,Pass,211,10.598742063723098,Good,0,1
female,group D,associate's degree,standard,none,64,76,74,71.33333333333333,Pass,214,6.429100507328637,Good,0,1
male,group C,bachelor's degree,standard,completed,63,64,66,64.33333333333333,Pass,193,1.5275252316519468,Average,1,1
female,group E,bachelor's degree,standard,completed,71,70,70,70.33333333333333,Pass,211,0.5773502691896257,Good,1,1
female,group B,high school,free/reduced,none,64,73,71,69.33333333333333,Pass,208,4.725815626252608,Average,0,0
male,group D,bachelor's degree,free/reduced,none,55,46,44,48.333333333333336,Fail,145,5.859465277082315,Poor,0,0
female,group E,associate's degree,standard,none,51,51,54,52.0,Fail,156,1.7320508075688772,Below Average,0,1
female,group C,associate's degree,standard,completed,62,76,80,72.66666666666667,Pass,218,9.451631252505216,Good,1,1
female,group E,associate's degree,standard,completed,93,100,95,96.0,Pass,288,3.605551275463989,Excellent,1,1
male,group C,high school,free/reduced,none,54,72,59,61.666666666666664,Pass,185,9.291573243177568,Average,0,0
female,group D,some college,free/reduced,none,69,65,74,69.33333333333333,Pass,208,4.509249752822894,Average,0,0
male,group D,high school,free/reduced,none,44,51,48,47.666666666666664,Fail,143,3.5118845842842465,Poor,0,0
female,group E,some college,standard,completed,86,85,91,87.33333333333333,Pass,262,3.214550253664318,Excellent,1,1
female,group E,associate's degree,standard,none,85,92,85,87.33333333333333,Pass,262,4.041451884327381,Excellent,0,1
female,group A,master's degree,free/reduced,none,50,67,73,63.333333333333336,Pass,190,11.930353445448855,Average,0,0
male,group D,some high school,standard,completed,88,74,75,79.0,Pass,237,7.810249675906654,Good,1,1
female,group E,associate's degree,standard,none,59,62,69,63.333333333333336,Pass,190,5.131601439446884,Average,0,1
female,group E,some high school,free/reduced,none,32,34,38,34.666666666666664,Fail,104,3.055050463303893,Poor,0,0
male,group B,high school,free/reduced,none,36,29,27,30.666666666666668,Fail,92,4.725815626252609,Poor,0,0
female,group B,some high school,free/reduced,completed,63,78,79,73.33333333333333,Pass,220,8.962886439832502,Good,1,0
male,group D,associate's degree,standard,completed,67,54,63,61.333333333333336,Pass,184,6.658328118479393,Average,1,1
female,group D,some high school,standard,completed,65,78,82,75.0,Pass,225,8.888194417315589,Good,1,1
male,group D,master's degree,standard,none,85,84,89,86.0,Pass,258,2.6457513110645907,Excellent,0,1
female,group C,master's degree,standard,none,73,78,74,75.0,Pass,225,2.6457513110645907,Good,0,1
female,group A,high school,free/reduced,completed,34,48,41,41.0,Fail,123,7.0,Poor,1,0
female,group D,bachelor's degree,free/reduced,completed,93,100,100,97.66666666666667,Pass,293,4.041451884327381,Excellent,1,0
female,group D,some high school,free/reduced,none,67,84,84,78.33333333333333,Pass,235,9.814954576223638,Good,0,0
male,group D,some college,standard,none,88,77,77,80.66666666666667,Pass,242,6.350852961085883,Good,0,1
male,group B,high school,standard,none,57,48,51,52.0,Fail,156,4.58257569495584,Below Average,0,1
female,group D,some college,standard,completed,79,84,91,84.66666666666667,Pass,254,6.027713773341707,Good,1,1
female,group C,bachelor's degree,free/reduced,none,67,75,72,71.33333333333333,Pass,214,4.041451884327381,Good,0,0
male,group E,bachelor's degree,standard,completed,70,64,70,68.0,Pass,204,3.4641016151377544,Average,1,1
male,group D,bachelor's degree,free/reduced,none,50,42,48,46.666666666666664,Fail,140,4.163331998932266,Poor,0,0
female,group A,some college,standard,none,69,84,82,78.33333333333333,Pass,235,8.144527815247079,Good,0,1
female,group C,bachelor's degree,standard,completed,52,61,66,59.666666666666664,Fail,179,7.094598884597588,Below Average,1,1
female,group C,bachelor's degree,free/reduced,completed,47,62,66,58.333333333333336,Fail,175,10.016652800877813,Below Average,1,0
female,group B,associate's degree,free/reduced,none,46,61,55,54.0,Fail,162,7.54983443527075,Below Average,0,0
female,group E,some college,standard,none,68,70,66,68.0,Pass,204,2.0,Average,0,1
male,group E,bachelor's degree,standard,completed,100,100,100,100.0,Pass,300,0.0,Excellent,1,1
female,group C,high school,standard,none,44,61,52,52.333333333333336,Fail,157,8.504900548115383,Below Average,0,1
female,group C,associate's degree,standard,completed,57,77,80,71.33333333333333,Pass,214,12.503332889007368,Good,1,1
male,group B,some college,standard,completed,91,96,91,92.66666666666667,Pass,278,2.886751345948129,Excellent,1,1
male,group D,high school,free/reduced,none,69,70,67,68.66666666666667,Pass,206,1.5275252316519465,Average,0,0
female,group C,high school,free/reduced,none,35,53,46,44.666666666666664,Fail,134,9.073771725877465,Poor,0,0
male,group D,high school,standard,none,72,66,66,68.0,Pass,204,3.4641016151377544,Average,0,1
female,group B,associate's degree,free/reduced,none,54,65,65,61.333333333333336,Pass,184,6.350852961085883,Average,0,0
male,group D,high school,free/reduced,none,74,70,69,71.0,Pass,213,2.6457513110645907,Good,0,0
male,group E,some high school,standard,completed,74,64,60,66.0,Pass,198,7.211102550927978,Average,1,1
male,group E,associate's degree,free/reduced,none,64,56,52,57.333333333333336,Fail,172,6.110100926607786,Below Average,0,0
female,group D,high school,free/reduced,completed,65,61,71,65.66666666666667,Pass,197,5.033222956847167,Average,1,0
male,group E,associate's degree,free/reduced,completed,46,43,44,44.333333333333336,Fail,133,1.5275252316519468,Poor,1,0
female,group C,some high school,free/reduced,none,48,56,51,51.666666666666664,Fail,155,4.041451884327381,Below Average,0,0
male,group C,some college,free/reduced,completed,67,74,70,70.33333333333333,Pass,211,3.511884584284246,Good,1,0
male,group D,some college,free/reduced,none,62,57,62,60.333333333333336,Pass,181,2.8867513459481287,Average,0,0
male,group D,associate's degree,free/reduced,completed,61,71,73,68.33333333333333,Pass,205,6.429100507328636,Average,1,0
male,group C,bachelor's degree,free/reduced,completed,70,75,74,73.0,Pass,219,2.6457513110645907,Good,1,0
male,group C,associate's degree,standard,completed,98,87,90,91.66666666666667,Pass,275,5.686240703077327,Excellent,1,1
male,group D,some college,free/reduced,none,70,63,58,63.666666666666664,Pass,191,6.027713773341708,Average,0,0
male,group A,associate's degree,standard,none,67,57,53,59.0,Fail,177,7.211102550927978,Below Average,0,1
female,group E,high school,free/reduced,none,57,58,57,57.333333333333336,Fail,172,0.5773502691896257,Below Average,0,0
male,group D,some college,standard,completed,85,81,85,83.66666666666667,Pass,251,2.3094010767585034,Good,1,1
male,group D,some high school,standard,completed,77,68,69,71.33333333333333,Pass,214,4.932882862316247,Good,1,1
male,group C,master's degree,free/reduced,completed,72,66,72,70.0,Pass,210,3.4641016151377544,Good,1,0
female,group D,master's degree,standard,none,78,91,96,88.33333333333333,Pass,265,9.29157324317757,Excellent,0,1
male,group C,high school,standard,none,81,66,64,70.33333333333333,Pass,211,9.29157324317757,Good,0,1
male,group A,some high school,free/reduced,completed,61,62,61,61.333333333333336,Pass,184,0.5773502691896257,Average,1,0
female,group B,high school,standard,none,58,68,61,62.333333333333336,Pass,187,5.131601439446884,Average,0,1
female,group C,associate's degree,standard,none,54,61,58,57.666666666666664,Fail,173,3.5118845842842465,Below Average,0,1
male,group B,high school,standard,none,82,82,80,81.33333333333333,Pass,244,1.1547005383792517,Good,0,1
female,group D,some college,free/reduced,none,49,58,60,55.666666666666664,Fail,167,5.8594652770823155,Below Average,0,0
male,group B,some high school,free/reduced,completed,49,50,52,50.333333333333336,Fail,151,1.5275252316519468,Below Average,1,0
female,group E,high school,free/reduced,completed,57,75,73,68.33333333333333,Pass,205,9.865765724632496,Average,1,0
male,group E,high school,standard,none,94,73,71,79.33333333333333,Pass,238,12.741009902410928,Good,0,1
female,group D,some college,standard,completed,75,77,83,78.33333333333333,Pass,235,4.163331998932265,Good,1,1
female,group E,some high school,free/reduced,none,74,74,72,73.33333333333333,Pass,220,1.1547005383792517,Good,0,0
male,group C,high school,standard,completed,58,52,54,54.666666666666664,Fail,164,3.0550504633038935,Below Average,1,1
female,group C,some college,standard,none,62,69,69,66.66666666666667,Pass,200,4.041451884327381,Average,0,1
male,group E,associate's degree,standard,none,72,57,62,63.666666666666664,Pass,191,7.637626158259733,Average,0,1
male,group C,some college,standard,none,84,87,81,84.0,Pass,252,3.0,Good,0,1
female,group D,master's degree,standard,none,92,100,100,97.33333333333333,Pass,292,4.618802153517006,Excellent,0,1
female,group D,high school,standard,none,45,63,59,55.666666666666664,Fail,167,9.451631252505216,Below Average,0,1
male,group C,high school,standard,none,75,81,71,75.66666666666667,Pass,227,5.033222956847167,Good,0,1
female,group A,some college,standard,none,56,58,64,59.333333333333336,Fail,178,4.163331998932265,Below Average,0,1
female,group D,some high school,free/reduced,none,48,54,53,51.666666666666664,Fail,155,3.2145502536643185,Below Average,0,0
female,group E,associate's degree,standard,none,100,100,100,100.0,Pass,300,0.0,Excellent,0,1
female,group C,some high school,free/reduced,completed,65,76,75,72.0,Pass,216,6.082762530298219,Good,1,0
male,group D,some college,standard,none,72,57,58,62.333333333333336,Pass,187,8.386497083606084,Average,0,1
female,group D,some college,standard,none,62,70,72,68.0,Pass,204,5.291502622129181,Average,0,1
male,group A,some high school,standard,completed,66,68,64,66.0,Pass,198,2.0,Average,1,1
male,group C,some college,standard,none,63,63,60,62.0,Pass,186,1.7320508075688772,Average,0,1
female,group E,associate's degree,standard,none,68,76,67,70.33333333333333,Pass,211,4.932882862316247,Good,0,1
female,group B,bachelor's degree,standard,none,75,84,80,79.66666666666667,Pass,239,4.509249752822894,Good,0,1
female,group D,bachelor's degree,standard,none,89,100,100,96.33333333333333,Pass,289,6.350852961085883,Excellent,0,1
male,group C,some high school,standard,completed,78,72,69,73.0,Pass,219,4.58257569495584,Good,1,1
female,group A,high school,free/reduced,completed,53,50,60,54.333333333333336,Fail,163,5.131601439446884,Below Average,1,0
female,group D,some college,free/reduced,none,49,65,61,58.333333333333336,Fail,175,8.326663997864532,Below Average,0,0
female,group A,some college,standard,none,54,63,67,61.333333333333336,Pass,184,6.6583281184793925,Average,0,1
female,group C,some college,standard,completed,64,82,77,74.33333333333333,Pass,223,9.29157324317757,Good,1,1
male,group B,some college,free/reduced,completed,60,62,60,60.666666666666664,Pass,182,1.1547005383792517,Average,1,0
male,group C,associate's degree,standard,none,62,65,58,61.666666666666664,Pass,185,3.511884584284246,Average,0,1
male,group D,high school,standard,completed,55,41,48,48.0,Fail,144,7.0,Poor,1,1
female,group C,associate's degree,standard,none,91,95,94,93.33333333333333,Pass,280,2.0816659994661326,Excellent,0,1
female,group B,high school,free/reduced,none,8,24,23,18.333333333333332,Fail,55,8.962886439832502,Poor,0,0
male,group D,some high school,standard,none,81,78,78,79.0,Pass,237,1.7320508075688772,Good,0,1
male,group B,some high school,standard,completed,79,85,86,83.33333333333333,Pass,250,3.7859388972001824,Good,1,1
female,group A,some college,standard,completed,78,87,91,85.33333333333333,Pass,256,6.6583281184793925,Excellent,1,1
female,group C,some high school,standard,none,74,75,82,77.0,Pass,231,4.358898943540674,Good,0,1
male,group A,high school,standard,none,57,51,54,54.0,Fail,162,3.0,Below Average,0,1
female,group C,associate's degree,standard,none,40,59,51,50.0,Fail,150,9.539392014169456,Below Average,0,1
male,group E,some high school,standard,completed,81,75,76,77.33333333333333,Pass,232,3.214550253664318,Good,1,1
female,group A,some high school,free/reduced,none,44,45,45,44.666666666666664,Fail,134,0.5773502691896258,Poor,0,0
female,group D,some college,free/reduced,completed,67,86,83,78.66666666666667,Pass,236,10.214368964029708,Good,1,0
male,group E,high school,free/reduced,completed,86,81,75,80.66666666666667,Pass,242,5.507570547286102,Good,1,0
female,group B,some high school,standard,completed,65,82,78,75.0,Pass,225,8.888194417315589,Good,1,1
female,group D,associate's degree,free/reduced,none,55,76,76,69.0,Pass,207,12.12435565298214,Average,0,0
female,group D,bachelor's degree,free/reduced,none,62,72,74,69.33333333333333,Pass,208,6.429100507328636,Average,0,0
male,group A,high school,standard,none,63,63,62,62.666666666666664,Pass,188,0.5773502691896258,Average,0,1
female,group E,master's degree,standard,completed,88,99,95,94.0,Pass,282,5.5677643628300215,Excellent,1,1
male,group C,high school,free/reduced,none,62,55,55,57.333333333333336,Fail,172,4.041451884327381,Below Average,0,0
female,group C,high school,free/reduced,completed,59,71,65,65.0,Pass,195,6.0,Average,1,0
female,group D,some college,standard,completed,68,78,77,74.33333333333333,Pass,223,5.507570547286102,Good,1,1
female,group D,some college,free/reduced,none,77,86,86,83.0,Pass,249,5.196152422706632,Good,0,0
